# LAMMPS data file written by OVITO Basic 3.5.3
86400 atoms
2 atom types
0.0 45.780966 xlo xhi
0.0 176.21104 ylo yhi
0.0 161.86017 zlo zhi

Masses

1 26.981538  # Al
2 58.6934  # Ni

Atoms  # atomic

1 1 2.5433615661 0.0 4.4960978543
2 1 0.0 0.0 2.6976695054
3 1 6.3584420646 2.202638 4.4960978543
4 1 3.8150804985 2.202638 2.6976695054
5 1 1.2717189323 2.202638 0.8992411565
6 1 5.0867994354 0.0 0.8992411565
7 1 2.5433615661 0.0 9.8914368489
8 1 0.0 0.0 8.0930085
9 1 6.3584420646 2.202638 9.8914368489
10 1 3.8150804985 2.202638 8.0930085
11 1 1.2717189323 2.202638 6.2945801511
12 1 5.0867994354 0.0 6.2945801511
13 1 2.5433615661 0.0 15.2867758435
14 1 0.0 0.0 13.4883474946
15 1 6.3584420646 2.202638 15.2867758435
16 1 3.8150804985 2.202638 13.4883474946
17 1 1.2717189323 2.202638 11.6899191457
18 1 5.0867994354 0.0 11.6899191457
19 1 2.5433615661 0.0 20.6821148543
20 1 0.0 0.0 18.8836865054
21 1 6.3584420646 2.202638 20.6821148543
22 1 3.8150804985 2.202638 18.8836865054
23 1 1.2717189323 2.202638 17.0852581565
24 1 5.0867994354 0.0 17.0852581565
25 1 2.5433615661 0.0 26.0774538489
26 1 0.0 0.0 24.2790255
27 1 6.3584420646 2.202638 26.0774538489
28 1 3.8150804985 2.202638 24.2790255
29 1 1.2717189323 2.202638 22.4805971511
30 1 5.0867994354 0.0 22.4805971511
31 1 2.5433615661 0.0 31.4727928435
32 1 0.0 0.0 29.6743644946
33 1 6.3584420646 2.202638 31.4727928435
34 1 3.8150804985 2.202638 29.6743644946
35 1 1.2717189323 2.202638 27.8759361457
36 1 5.0867994354 0.0 27.8759361457
37 1 2.5433615661 0.0 36.8681318543
38 1 0.0 0.0 35.0697035054
39 1 6.3584420646 2.202638 36.8681318543
40 1 3.8150804985 2.202638 35.0697035054
41 1 1.2717189323 2.202638 33.2712751565
42 1 5.0867994354 0.0 33.2712751565
43 1 2.5433615661 0.0 42.2634708489
44 1 0.0 0.0 40.4650425
45 1 6.3584420646 2.202638 42.2634708489
46 1 3.8150804985 2.202638 40.4650425
47 1 1.2717189323 2.202638 38.6666141511
48 1 5.0867994354 0.0 38.6666141511
49 1 2.5433615661 0.0 47.6588098435
50 1 0.0 0.0 45.8603814946
51 1 6.3584420646 2.202638 47.6588098435
52 1 3.8150804985 2.202638 45.8603814946
53 1 1.2717189323 2.202638 44.0619531457
54 1 5.0867994354 0.0 44.0619531457
55 1 2.5433615661 0.0 53.0541488543
56 1 0.0 0.0 51.2557205054
57 1 6.3584420646 2.202638 53.0541488543
58 1 3.8150804985 2.202638 51.2557205054
59 1 1.2717189323 2.202638 49.4572921565
60 1 5.0867994354 0.0 49.4572921565
61 1 2.5433615661 0.0 58.4494878489
62 1 0.0 0.0 56.6510595
63 1 6.3584420646 2.202638 58.4494878489
64 1 3.8150804985 2.202638 56.6510595
65 1 1.2717189323 2.202638 54.8526311511
66 1 5.0867994354 0.0 54.8526311511
67 1 2.5433615661 0.0 63.8448268435
68 1 0.0 0.0 62.0463984946
69 1 6.3584420646 2.202638 63.8448268435
70 1 3.8150804985 2.202638 62.0463984946
71 1 1.2717189323 2.202638 60.2479701457
72 1 5.0867994354 0.0 60.2479701457
73 1 2.5433615661 0.0 69.2401658543
74 1 0.0 0.0 67.4417375054
75 1 6.3584420646 2.202638 69.2401658543
76 1 3.8150804985 2.202638 67.4417375054
77 1 1.2717189323 2.202638 65.6433091565
78 1 5.0867994354 0.0 65.6433091565
79 1 2.5433615661 0.0 74.6355048489
80 1 0.0 0.0 72.8370765
81 1 6.3584420646 2.202638 74.6355048489
82 1 3.8150804985 2.202638 72.8370765
83 1 1.2717189323 2.202638 71.0386481511
84 1 5.0867994354 0.0 71.0386481511
85 1 2.5433615661 0.0 80.0308438435
86 1 0.0 0.0 78.2324154946
87 1 6.3584420646 2.202638 80.0308438435
88 1 3.8150804985 2.202638 78.2324154946
89 1 1.2717189323 2.202638 76.4339871457
90 1 5.0867994354 0.0 76.4339871457
91 1 2.5433615661 0.0 85.4261828543
92 1 0.0 0.0 83.6277545054
93 1 6.3584420646 2.202638 85.4261828543
94 1 3.8150804985 2.202638 83.6277545054
95 1 1.2717189323 2.202638 81.8293261565
96 1 5.0867994354 0.0 81.8293261565
97 1 2.5433615661 0.0 90.8215218489
98 1 0.0 0.0 89.0230935
99 1 6.3584420646 2.202638 90.8215218489
100 1 3.8150804985 2.202638 89.0230935
101 1 1.2717189323 2.202638 87.2246651511
102 1 5.0867994354 0.0 87.2246651511
103 1 2.5433615661 0.0 96.2168608435
104 1 0.0 0.0 94.4184324946
105 1 6.3584420646 2.202638 96.2168608435
106 1 3.8150804985 2.202638 94.4184324946
107 1 1.2717189323 2.202638 92.6200041457
108 1 5.0867994354 0.0 92.6200041457
109 1 2.5433615661 0.0 101.6121998543
110 1 0.0 0.0 99.8137715054
111 1 6.3584420646 2.202638 101.6121998543
112 1 3.8150804985 2.202638 99.8137715054
113 1 1.2717189323 2.202638 98.0153431565
114 1 5.0867994354 0.0 98.0153431565
115 1 2.5433615661 0.0 107.0075388489
116 1 0.0 0.0 105.2091105
117 1 6.3584420646 2.202638 107.0075388489
118 1 3.8150804985 2.202638 105.2091105
119 1 1.2717189323 2.202638 103.4106821511
120 1 5.0867994354 0.0 103.4106821511
121 1 2.5433615661 0.0 112.4028778435
122 1 0.0 0.0 110.6044494946
123 1 6.3584420646 2.202638 112.4028778435
124 1 3.8150804985 2.202638 110.6044494946
125 1 1.2717189323 2.202638 108.8060211457
126 1 5.0867994354 0.0 108.8060211457
127 1 2.5433615661 0.0 117.7982168543
128 1 0.0 0.0 115.9997885054
129 1 6.3584420646 2.202638 117.7982168543
130 1 3.8150804985 2.202638 115.9997885054
131 1 1.2717189323 2.202638 114.2013601565
132 1 5.0867994354 0.0 114.2013601565
133 1 2.5433615661 0.0 123.1935558489
134 1 0.0 0.0 121.3951275
135 1 6.3584420646 2.202638 123.1935558489
136 1 3.8150804985 2.202638 121.3951275
137 1 1.2717189323 2.202638 119.5966991511
138 1 5.0867994354 0.0 119.5966991511
139 1 2.5433615661 0.0 128.5888948435
140 1 0.0 0.0 126.7904664946
141 1 6.3584420646 2.202638 128.5888948435
142 1 3.8150804985 2.202638 126.7904664946
143 1 1.2717189323 2.202638 124.9920381457
144 1 5.0867994354 0.0 124.9920381457
145 1 2.5433615661 0.0 133.9842338543
146 1 0.0 0.0 132.1858055054
